MSE         Iterations
0.024479 	 1 
0.024231 	 2 
0.024004 	 3 
0.023793 	 4 
0.023598 	 5 
0.023415 	 6 
0.023243 	 7 
0.023081 	 8 
0.022927 	 9 
0.022780 	 10 
0.022640 	 11 
0.022505 	 12 
0.022375 	 13 
0.022249 	 14 
0.022127 	 15 
0.022008 	 16 
0.021892 	 17 
0.021778 	 18 
0.021667 	 19 
0.021558 	 20 
0.021450 	 21 
0.021345 	 22 
0.021241 	 23 
0.021138 	 24 
0.021037 	 25 
0.020937 	 26 
0.020838 	 27 
0.020740 	 28 
0.020644 	 29 
0.020548 	 30 
0.020454 	 31 
0.020360 	 32 
0.020267 	 33 
0.020176 	 34 
0.020085 	 35 
0.019995 	 36 
0.019906 	 37 
0.019818 	 38 
0.019730 	 39 
0.019644 	 40 
0.019558 	 41 
0.019473 	 42 
0.019389 	 43 
0.019306 	 44 
0.019223 	 45 
0.019142 	 46 
0.019061 	 47 
0.018981 	 48 
0.018902 	 49 
0.018823 	 50 
0.018745 	 51 
0.018668 	 52 
0.018592 	 53 
0.018517 	 54 
0.018442 	 55 
0.018368 	 56 
0.018295 	 57 
0.018223 	 58 
0.018151 	 59 
0.018080 	 60 
0.018010 	 61 
0.017940 	 62 
0.017872 	 63 
0.017804 	 64 
0.017736 	 65 
0.017670 	 66 
0.017604 	 67 
0.017539 	 68 
0.017474 	 69 
0.017408 	 70 
0.017341 	 71 
0.017274 	 72 
0.017208 	 73 
0.017143 	 74 
0.017078 	 75 
0.017014 	 76 
0.016951 	 77 
0.016888 	 78 
0.016826 	 79 
0.016765 	 80 
0.016704 	 81 
0.016644 	 82 
0.016585 	 83 
0.016526 	 84 
0.016463 	 85 
0.016395 	 86 
0.016328 	 87 
0.016261 	 88 
0.016195 	 89 
0.016130 	 90 
0.016066 	 91 
0.016003 	 92 
0.015940 	 93 
0.015878 	 94 
0.015817 	 95 
0.015756 	 96 
0.015696 	 97 
0.015637 	 98 
0.015578 	 99 
0.015520 	 100 
0.015463 	 101 
0.015406 	 102 
0.015350 	 103 
0.015294 	 104 
0.015239 	 105 
0.015185 	 106 
0.015132 	 107 
0.015079 	 108 
0.015026 	 109 
0.014975 	 110 
0.014924 	 111 
0.014873 	 112 
0.014823 	 113 
0.014774 	 114 
0.014725 	 115 
0.014676 	 116 
0.014629 	 117 
0.014582 	 118 
0.014535 	 119 
0.014489 	 120 
0.014443 	 121 
0.014398 	 122 
0.014354 	 123 
0.014310 	 124 
0.014267 	 125 
0.014224 	 126 
0.014181 	 127 
0.014139 	 128 
0.014098 	 129 
0.014057 	 130 
0.014017 	 131 
0.013977 	 132 
0.013937 	 133 
0.013898 	 134 
0.013860 	 135 
0.013821 	 136 
0.013784 	 137 
0.013747 	 138 
0.013710 	 139 
0.013673 	 140 
0.013638 	 141 
0.013602 	 142 
0.013567 	 143 
0.013532 	 144 
0.013498 	 145 
0.013464 	 146 
0.013431 	 147 
0.013398 	 148 
0.013365 	 149 
0.013333 	 150 
0.013301 	 151 
0.013270 	 152 
0.013238 	 153 
0.013208 	 154 
0.013177 	 155 
0.013147 	 156 
