Target values   Predicted values   Relative error
37.170000 		 31.547611 		 0.151261
46.800000 		 48.044896 		 0.026600
46.680000 		 44.565860 		 0.045290
33.960000 		 39.917116 		 0.175416
35.860000 		 35.453243 		 0.011343
8.540000 		 14.852135 		 0.739126
31.180000 		 36.616518 		 0.174359
24.070000 		 20.373324 		 0.153580
18.130000 		 17.523160 		 0.033472
33.660000 		 29.305914 		 0.129355
23.220000 		 19.766705 		 0.148721
36.940000 		 31.902387 		 0.136373
15.090000 		 8.974880 		 0.405243
14.200000 		 13.362696 		 0.058965
77.300000 		 72.608152 		 0.060697
39.580000 		 35.058895 		 0.114227
68.500000 		 56.328787 		 0.177682
4.780000 		 4.780000 		 0.000000
22.930000 		 16.052302 		 0.299943
54.280000 		 54.452884 		 0.003185
53.660000 		 52.863839 		 0.014837
31.640000 		 34.681372 		 0.096124
7.840000 		 14.559128 		 0.857032
71.700000 		 71.775302 		 0.001050
61.460000 		 53.896902 		 0.123057
12.790000 		 19.898009 		 0.555747
52.610000 		 45.951898 		 0.126556
41.940000 		 39.897738 		 0.048695
40.570000 		 39.578950 		 0.024428
41.370000 		 47.762663 		 0.154524
47.030000 		 43.689034 		 0.071039
10.540000 		 10.159664 		 0.036085
32.820000 		 25.267880 		 0.230107
74.360000 		 70.472986 		 0.052273
13.290000 		 14.874572 		 0.119230
15.420000 		 18.277179 		 0.185290
15.440000 		 14.468423 		 0.062926
40.860000 		 31.108841 		 0.238648
31.970000 		 28.938454 		 0.094825
59.590000 		 50.658366 		 0.149885
24.280000 		 22.071941 		 0.090941
50.510000 		 63.462869 		 0.256442
14.200000 		 15.079945 		 0.061968
77.300000 		 72.608152 		 0.060697
22.440000 		 26.476616 		 0.179885
8.200000 		 9.736228 		 0.187345
35.850000 		 41.533669 		 0.158540
22.350000 		 23.839110 		 0.066627
28.240000 		 25.718351 		 0.089294
55.200000 		 61.938219 		 0.122069
29.550000 		 34.250039 		 0.159054
15.090000 		 9.990472 		 0.337941
25.180000 		 28.457572 		 0.130166
44.280000 		 40.531108 		 0.084663
19.990000 		 24.350905 		 0.218154
40.860000 		 48.919855 		 0.197255
53.580000 		 49.626387 		 0.073789
21.650000 		 23.932267 		 0.105417
38.800000 		 43.109407 		 0.111067
18.130000 		 17.791840 		 0.018652
29.160000 		 28.354484 		 0.027624
48.670000 		 44.834405 		 0.078808
20.770000 		 19.710329 		 0.051019
21.600000 		 20.607755 		 0.045937
18.750000 		 23.633359 		 0.260446
67.800000 		 63.079421 		 0.069625
11.390000 		 9.011567 		 0.208818
17.440000 		 16.313384 		 0.064600
20.280000 		 18.369501 		 0.094206
26.150000 		 34.392355 		 0.315195
29.730000 		 38.534987 		 0.296165
33.400000 		 36.965724 		 0.106758
24.280000 		 19.538578 		 0.195281
53.960000 		 54.571116 		 0.011325
9.450000 		 10.353968 		 0.095658
28.680000 		 28.984945 		 0.010633
22.720000 		 17.784980 		 0.217210
31.270000 		 35.463164 		 0.134095
53.390000 		 49.539544 		 0.072119
23.400000 		 15.828575 		 0.323565
17.340000 		 21.943165 		 0.265465
52.430000 		 46.189810 		 0.119019
25.120000 		 27.303335 		 0.086916
56.830000 		 58.253229 		 0.025044
44.520000 		 51.871983 		 0.165139
51.020000 		 48.527179 		 0.048860
27.040000 		 20.376818 		 0.246419
43.730000 		 28.654015 		 0.344752
15.040000 		 13.547874 		 0.099210
13.090000 		 12.163754 		 0.070760
9.870000 		 12.241806 		 0.240305
49.770000 		 37.729695 		 0.241919
37.270000 		 36.637116 		 0.016981
55.900000 		 39.923022 		 0.285814
7.320000 		 15.077980 		 1.059833
12.250000 		 22.145607 		 0.807805
47.710000 		 48.469889 		 0.015927
33.080000 		 37.335085 		 0.128630
68.750000 		 63.327091 		 0.078879
33.720000 		 34.451512 		 0.021694
56.060000 		 44.972986 		 0.197770
23.520000 		 30.726465 		 0.306397
38.200000 		 34.305030 		 0.101963
12.180000 		 11.932389 		 0.020329
41.540000 		 36.427462 		 0.123075
30.960000 		 13.164777 		 0.574781
16.260000 		 15.383868 		 0.053883
32.050000 		 30.448490 		 0.049969
72.990000 		 60.102636 		 0.176563
21.070000 		 23.881023 		 0.133414
65.910000 		 60.346057 		 0.084417
27.740000 		 18.882614 		 0.319300
52.420000 		 46.268780 		 0.117345
33.690000 		 37.850803 		 0.123503
42.330000 		 52.908954 		 0.249916
53.770000 		 41.708120 		 0.224324
52.010000 		 34.523726 		 0.336210
31.020000 		 33.987497 		 0.095664
31.250000 		 27.188509 		 0.129968
50.700000 		 50.384253 		 0.006228
12.540000 		 11.735431 		 0.064160
13.520000 		 13.310524 		 0.015494
24.130000 		 23.170870 		 0.039748
42.550000 		 43.318729 		 0.018066
29.450000 		 32.627701 		 0.107902
27.420000 		 28.845310 		 0.051981
34.670000 		 28.646241 		 0.173746
19.350000 		 12.188137 		 0.370122
36.960000 		 34.642089 		 0.062714
33.010000 		 25.965630 		 0.213401
66.820000 		 54.300604 		 0.187360
22.140000 		 21.265193 		 0.039513
56.850000 		 48.383819 		 0.148921
40.710000 		 35.192711 		 0.135527
28.990000 		 33.357762 		 0.150664
27.920000 		 24.663935 		 0.116621
40.150000 		 36.910809 		 0.080677
50.600000 		 40.063251 		 0.208236
24.390000 		 25.457440 		 0.043765
34.740000 		 38.785756 		 0.116458
13.400000 		 22.094733 		 0.648861
13.220000 		 14.264606 		 0.079017
13.820000 		 16.585023 		 0.200074
61.800000 		 62.702694 		 0.014607
48.590000 		 44.225817 		 0.089816
13.520000 		 14.725982 		 0.089200
19.770000 		 15.929702 		 0.194249
27.870000 		 27.381682 		 0.017521
38.560000 		 35.315866 		 0.084132
39.360000 		 41.996824 		 0.066992
20.420000 		 13.465329 		 0.340581
10.380000 		 17.432281 		 0.679411
17.600000 		 30.887246 		 0.754957
31.740000 		 27.421031 		 0.136073
33.360000 		 33.385887 		 0.000776
32.900000 		 29.999413 		 0.088164
52.960000 		 50.006533 		 0.055768
52.910000 		 32.034911 		 0.394540
29.070000 		 40.960256 		 0.409022
52.450000 		 50.795533 		 0.031544
33.400000 		 36.965724 		 0.106758
57.030000 		 48.527179 		 0.149094
38.700000 		 38.651406 		 0.001256
25.720000 		 31.296068 		 0.216799
30.570000 		 28.592271 		 0.064695
37.340000 		 38.461065 		 0.030023
55.900000 		 39.923022 		 0.285814
28.300000 		 39.783802 		 0.405788
59.800000 		 52.124833 		 0.128347
56.810000 		 49.110578 		 0.135529
38.600000 		 30.458553 		 0.210918
24.660000 		 22.329151 		 0.094519
18.030000 		 14.823622 		 0.177836
43.500000 		 47.660017 		 0.095633
39.660000 		 45.471952 		 0.146544
36.970000 		 37.308036 		 0.009144
14.700000 		 17.248671 		 0.173379
31.120000 		 32.441884 		 0.042477
15.570000 		 20.779384 		 0.334578
33.760000 		 41.357357 		 0.225040
39.290000 		 39.762900 		 0.012036
37.360000 		 38.508956 		 0.030754
44.030000 		 54.649661 		 0.241191
17.960000 		 19.150981 		 0.066313
24.000000 		 20.261543 		 0.155769
44.280000 		 40.797097 		 0.078656
24.430000 		 21.659031 		 0.113425
46.390000 		 40.844809 		 0.119534
11.470000 		 14.298401 		 0.246591
13.180000 		 15.298902 		 0.160766
32.250000 		 24.492678 		 0.240537
15.520000 		 13.518690 		 0.128950
33.190000 		 42.270269 		 0.273584
25.560000 		 40.819405 		 0.597003
44.300000 		 39.651326 		 0.104936
49.900000 		 54.217810 		 0.086529
39.610000 		 36.401313 		 0.081007
24.050000 		 25.959042 		 0.079378
41.050000 		 44.816873 		 0.091763
13.120000 		 14.887974 		 0.134754
21.970000 		 16.761272 		 0.237084
41.200000 		 40.498738 		 0.017021
32.070000 		 28.140072 		 0.122542
10.220000 		 11.733133 		 0.148056
55.600000 		 43.937823 		 0.209751
11.960000 		 14.470870 		 0.209939
25.200000 		 40.039513 		 0.588870
57.230000 		 54.381573 		 0.049772
17.540000 		 23.497644 		 0.339660
26.850000 		 25.747126 		 0.041075
40.560000 		 45.019123 		 0.109939
33.730000 		 25.461884 		 0.245126
40.150000 		 38.337181 		 0.045151
8.370000 		 7.115565 		 0.149873
30.120000 		 30.364742 		 0.008126
21.860000 		 20.167844 		 0.077409
38.330000 		 36.845880 		 0.038720
22.490000 		 35.869526 		 0.594910
9.740000 		 17.243491 		 0.770379
23.740000 		 26.273183 		 0.106705
42.700000 		 43.532774 		 0.019503
28.940000 		 28.597923 		 0.011820
32.400000 		 33.644237 		 0.038402
32.040000 		 29.818258 		 0.069343
19.690000 		 24.302245 		 0.234243
33.760000 		 41.626869 		 0.233023
47.130000 		 45.400600 		 0.036694
19.930000 		 14.527807 		 0.271058
15.360000 		 21.599274 		 0.406203
45.300000 		 47.644021 		 0.051744
7.510000 		 15.546264 		 1.070075
29.590000 		 23.699254 		 0.199079
53.520000 		 42.379533 		 0.208155
33.560000 		 32.624617 		 0.027872
39.050000 		 36.853416 		 0.056251
74.990000 		 77.300000 		 0.030804
6.810000 		 5.997234 		 0.119349
27.830000 		 25.034032 		 0.100466
22.500000 		 21.111556 		 0.061709
35.300000 		 36.404018 		 0.031275
38.460000 		 34.868651 		 0.093379
35.170000 		 35.959221 		 0.022440
24.890000 		 26.627836 		 0.069821
44.860000 		 29.519240 		 0.341970
59.890000 		 67.429151 		 0.125883
50.770000 		 44.842484 		 0.116752
23.790000 		 25.778134 		 0.083570
26.920000 		 27.913451 		 0.036904
41.640000 		 43.235664 		 0.038320
24.500000 		 23.661468 		 0.034226
64.900000 		 67.651745 		 0.042400
10.090000 		 10.682224 		 0.058694
34.560000 		 36.505836 		 0.056303
37.910000 		 35.149186 		 0.072825
47.780000 		 41.502419 		 0.131385
26.910000 		 28.468389 		 0.057911
25.560000 		 40.558255 		 0.586786
19.540000 		 21.574045 		 0.104096
35.340000 		 42.732794 		 0.209191
23.840000 		 33.413499 		 0.401573
10.790000 		 9.736714 		 0.097617
33.040000 		 37.391314 		 0.131698
33.120000 		 57.215665 		 0.727526
42.220000 		 33.594980 		 0.204288
36.990000 		 28.199039 		 0.237658
54.770000 		 59.392358 		 0.084396
40.870000 		 39.982699 		 0.021710
30.120000 		 30.219072 		 0.003289
24.100000 		 31.739465 		 0.316990
31.420000 		 33.392573 		 0.062781
37.960000 		 17.646451 		 0.535130
40.930000 		 49.113791 		 0.199946
44.520000 		 36.200247 		 0.186877
39.840000 		 33.121737 		 0.168631
39.150000 		 43.094553 		 0.100755
48.990000 		 45.549264 		 0.070233
35.300000 		 36.404018 		 0.031275
37.430000 		 39.860692 		 0.064940
10.760000 		 13.803856 		 0.282886
17.170000 		 11.950080 		 0.304014
57.920000 		 54.588835 		 0.057513
56.340000 		 48.502361 		 0.139113
23.850000 		 37.838852 		 0.586535
23.840000 		 33.490383 		 0.404798
40.870000 		 40.011890 		 0.020996
27.660000 		 33.773482 		 0.221022
38.000000 		 35.352779 		 0.069664
32.530000 		 37.685571 		 0.158487
55.650000 		 47.882164 		 0.139584
33.400000 		 32.992592 		 0.012198
18.910000 		 15.501816 		 0.180232
46.640000 		 48.083951 		 0.030959
